rack_type,rack_spaces,Comments,Latitude,Longitude,x,y
Lightning Bolt Rack,10,,38.53969086,-121.77021266,6627395.875910923,1958446.9902478456
Lightning Bolt Rack,10,,38.53877549,-121.77100182,6627170.994470924,1958113.0604695082
Lightning Bolt Rack,4,,38.53876452,-121.77107616,6627149.741560668,1958109.0122492611
Lightning Bolt Rack,9,,38.53877573,-121.77112566,6627135.572953835,1958113.0604695082
Lightning Bolt Rack,2,,38.53875708,-121.77116165,6627125.295087263,1958106.2412574291
Lightning Bolt Rack,14,,38.53877012,-121.77119935,6627114.499833256,1958110.9640170038
Lightning Bolt Rack,2,,38.53876373,-121.77124773,6627100.668824181,1958108.6024731696
Lightning Bolt Rack,9,,38.53877216,-121.7712937,6627087.51202634,1958111.6385563463
Lightning Bolt Rack,4,,38.53875092,-121.77132561,6627078.403776839,1958103.879713595
Lightning Bolt Rack,4,,38.53892778,-121.77120452,6627112.875492677,1958168.374991417
Lightning Bolt Rack,10,,38.53895548,-121.77118134,6627119.48210676,1958178.4789738357
Lightning Bolt Rack,3,,38.53898669,-121.77121718,6627109.20227167,1958189.821142763
Lightning Bolt Rack,3,,38.5390416,-121.77119051,6627116.7806685865,1958209.8352103382
Lightning Bolt Rack,4,,38.53902872,-121.77115726,6627126.301646918,1958205.1715057492
Lightning Bolt Rack,4,,38.53904202,-121.77113412,6627132.908261001,1958210.0294356793
Lightning Bolt Rack,21,,38.5390968,-121.77098301,6627176.080090672,1958230.090747252
Lightning Bolt Rack,5,,38.53909828,-121.77091983,6627194.150920674,1958230.6737513393
Lightning Bolt Rack,4,,38.53904036,-121.77082663,6627220.861497179,1958209.6459062546
Lightning Bolt Rack,4,,38.53902693,-121.77078048,6627234.074397251,1958204.7883044183
Lightning Bolt Rack,2,,38.53903777,-121.77074438,6627244.388353005,1958208.7627059221
Lightning Bolt Rack,4,,38.53903325,-121.77071117,6627253.892599091,1958207.1400057524
Lightning Bolt Rack,2,,38.53903538,-121.77063199,6627276.537238836,1958207.9759620875
Lightning Bolt Rack,4,,38.53902705,-121.77057027,6627294.200917423,1958204.9841701686
Lightning Bolt Rack,4,,38.53903886,-121.77053095,6627305.435475007,1958209.3155263364
Lightning Bolt Rack,14,,38.53896464,-121.77066581,6627266.928990334,1958182.1872997582
Lightning Bolt Rack,10,,38.53887785,-121.77065072,6627271.326947421,1958150.5935309231
Lightning Bolt Rack,4,,38.53887664,-121.77061864,6627280.502454013,1958150.1755527556
Lightning Bolt Rack,3,,38.53885104,-121.77061646,6627281.14877817,1958140.8527367562
Lightning Bolt Rack,3,,38.5387701,-121.7706373,6627275.262963176,1958111.3600135893
Lightning Bolt Rack,10,,38.53877104,-121.77066127,6627268.405693427,1958111.6867845953
Lightning Bolt Rack,4,,38.5387738,-121.77072519,6627250.119640753,1958112.645772174
Lightning Bolt Rack,11,,38.53821956,-121.77083728,6627218.5675385,1957910.7222914994
Lightning Bolt Rack,4,,38.53819793,-121.77078704,6627232.958585843,1957902.8801155835
Lightning Bolt Rack,3,,38.53812036,-121.77079049,6627232.043233335,1957874.6291878372
Lightning Bolt Rack,3,,38.53810634,-121.77081505,6627225.030124009,1957869.5055104196
Lightning Bolt Rack,11,,38.5381103,-121.77086902,6627209.590850428,1957870.9090509266
Lightning Bolt Rack,4,,38.53810728,-121.77090061,6627200.558716252,1957869.78733401
Lightning Bolt Rack,16,,38.53806634,-121.77102736,6627164.34028475,1957854.785723582
Lightning Bolt Rack,4,,38.5381175,-121.77115376,6627128.140225917,1957873.3273531795
Lightning Bolt Rack,11,,38.53811851,-121.77118724,6627118.56150493,1957873.67118451
Lightning Bolt Rack,3,,38.53811615,-121.77122985,6627106.375177592,1957872.7804382592
Lightning Bolt Rack,3,,38.53812696,-121.77129834,6627086.774166927,1957876.6652730107
Lightning Bolt Rack,11,,38.53816763,-121.77127043,6627094.720673338,1957891.498576671
Lightning Bolt Rack,4,,38.538189,-121.7712895,6627089.246602923,1957899.2682461739
Lightning Bolt Rack,8,,38.53832262,-121.77128077,6627091.623238593,1957947.9335031658
Lightning Bolt Rack,4,,38.53841817,-121.77129589,6627087.208549261,1957982.721163258
Lightning Bolt Rack,5,,38.53840108,-121.77123792,6627103.807597429,1957976.5404013395
